lineno	LN_TK_SN	tkcode	tkval	tag	highlevel
92	7	TT_NUMBER	0.3	L19SQ0	
92	8	TT_NUMBER	0.2	L19SQ1	
92	9	TT_NUMBER	8.3	L19SQ2	
92	10	TT_NUMBER	22.5	L19SQ3	
92	11	TT_NUMBER	3.3	L19SQ4	
92	12	TT_NUMBER	4.7	L19SQ5	
92	13	TT_NUMBER	0.5	L19SQ6	
92	14	TT_NUMBER	5.4	L19SQ7	
92	15	58	:	L19SQ8	
92	16	TT_NUMBER	23	L19SQ9	
92	17	TT_NUMBER	17.5	L19SQ10	
93	18	TT_EOL	N/P	L19SQ11	
93	0	TT_WORD	Old	L19SQ12	
93	1	58	:	L20SQ13	
93	2	TT_NUMBER	100	L20SQ0	
93	3	58	:	L20SQ1	
93	4	TT_NUMBER	51.7	L20SQ2	
93	5	TT_NUMBER	38.8	L20SQ3	
93	6	TT_NUMBER	0.5	L20SQ4	
93	7	TT_NUMBER	0.6	L20SQ5	
93	8	TT_NUMBER	0	L20SQ6	
93	9	TT_NUMBER	16.6	L20SQ7	
93	10	TT_NUMBER	37.8	L20SQ8	
93	11	TT_NUMBER	0.6	L20SQ9	
93	12	TT_NUMBER	6.3	L20SQ10	
93	13	TT_NUMBER	2.1	L20SQ11	
93	14	TT_NUMBER	3.1	L20SQ12	
93	15	58	:	L20SQ13	
93	16	TT_NUMBER	21.2	L20SQ14	
93	17	TT_NUMBER	17	L20SQ15	
94	18	TT_EOL	N/P	L20SQ16	
94	0	TT_WORD	Other	L20SQ17	
94	1	58	:	L21SQ18	
94	2	TT_NUMBER	100	L21SQ0	
94	3	58	:	L21SQ1	
94	4	TT_NUMBER	54.8	L21SQ2	
94	5	TT_NUMBER	61.8	L21SQ3	
94	6	TT_NUMBER	3.2	L21SQ4	
94	7	TT_NUMBER	0	L21SQ5	
94	8	TT_NUMBER	0.3	L21SQ6	
94	9	TT_NUMBER	5.1	L21SQ7	
94	10	TT_NUMBER	12.4	L21SQ8	
94	11	TT_NUMBER	1.1	L21SQ9	
94	12	TT_NUMBER	4.6	L21SQ10	
94	13	TT_NUMBER	0.4	L21SQ11	
94	14	TT_NUMBER	6.1	L21SQ12	
94	15	58	:	L21SQ13	
94	16	TT_NUMBER	24.8	L21SQ14	
94	17	TT_NUMBER	18	L21SQ15	
95	18	TT_EOL	N/P	L21SQ16	
95	0	58	:	L21SQ17	
95	1	58	:	L22SQ18	
95	2	58	:	L22SQ0	
96	3	TT_EOL	N/P	L22SQ1	
96	0	58	:	L22SQ2	
96	1	58	:	L22SQ3	
96	2	TT_WORD	Number	L22SQ4	
96	3	TT_WORD	of	L22SQ5	
96	4	TT_WORD	Traders	L22SQ6	
96	5	TT_WORD	in	L22SQ7	
96	6	TT_WORD	Each	L22SQ8	
96	7	TT_WORD	Category	L22SQ9	
96	8	58	:	L22SQ10	
97	9	TT_EOL	N/P	L22SQ11	
97	0	TT_WORD	All	L22SQ12	
97	1	58	:	L22SQ13	
97	2	TT_NUMBER	101	L22SQ14	
97	3	58	:	L22SQ15	
97	4	TT_NUMBER	48	L22SQ16	
97	5	TT_NUMBER	37	L22SQ17	
97	6	TT_NUMBER	0	L23SQ18	
97	7	TT_NUMBER	0	L23SQ0	
97	8	TT_NUMBER	0	L23SQ1	
97	9	TT_NUMBER	11	L23SQ2	
97	10	TT_NUMBER	17	L24SQ3	
97	11	TT_NUMBER	9	L24SQ0	
97	12	TT_NUMBER	8	L24SQ1	
97	13	TT_NUMBER	0	L24SQ2	
97	14	TT_NUMBER	8	L24SQ3	
97	15	58	:	L24SQ4	
98	16	TT_EOL	N/P	L24SQ5	
98	0	TT_WORD	Old	L24SQ6	
98	1	58	:	L24SQ7	
98	2	TT_NUMBER	94	L24SQ8	
98	3	58	:	L25SQ9	
98	4	TT_NUMBER	40	L25SQ0	
98	5	TT_NUMBER	28	L25SQ1	
98	6	TT_NUMBER	0	L25SQ2	
98	7	TT_NUMBER	0	L25SQ3	
98	8	TT_NUMBER	0	L25SQ4	
98	9	TT_NUMBER	9	L25SQ5	
98	10	TT_NUMBER	18	L25SQ6	
98	11	TT_NUMBER	0	L25SQ7	
98	12	TT_NUMBER	7	L25SQ8	
98	13	TT_NUMBER	4	L25SQ9	
98	14	TT_NUMBER	0	L25SQ10	
98	15	58	:	L25SQ11	
99	16	TT_EOL	N/P	L25SQ12	
99	0	TT_WORD	Other	L25SQ13	
99	1	58	:	L25SQ14	
99	2	TT_NUMBER	73	L25SQ15	
99	3	58	:	L26SQ16	
99	4	TT_NUMBER	33	L26SQ0	
99	5	TT_NUMBER	30	L26SQ1	
99	6	TT_NUMBER	0	L26SQ2	
99	7	TT_NUMBER	0	L26SQ3	
99	8	TT_NUMBER	0	L26SQ4	
99	9	TT_NUMBER	9	L26SQ5	
99	10	TT_NUMBER	7	L26SQ6	
99	11	TT_NUMBER	4	L26SQ7	
99	12	TT_NUMBER	4	L26SQ8	
99	13	TT_NUMBER	4	L26SQ9	
99	14	TT_NUMBER	6	L26SQ10	
99	15	58	:	L26SQ11	
100	16	TT_EOL	N/P	L26SQ12	
100	0	58	:	L26SQ13	
100	1	45	-	L26SQ14	
100	2	45	-	L26SQ15	
100	3	45	-	L27SQ16	
100	4	45	-	L27SQ0	
100	5	45	-	L27SQ1	
100	6	45	-	L27SQ2	
100	7	45	-	L27SQ3	
100	8	45	-	L27SQ4	
100	9	45	-	L27SQ5	
100	10	45	-	L27SQ6	
100	11	45	-	L27SQ7	
100	12	45	-	L27SQ8	
100	13	45	-	L27SQ9	
100	14	45	-	L27SQ10	
100	15	45	-	L27SQ11	
100	16	45	-	L27SQ12	
100	17	45	-	L27SQ13	
100	18	45	-	L27SQ14	
100	19	45	-	L27SQ15	
100	20	45	-	L28SQ16	
100	21	45	-	L28SQ0	
100	22	45	-	L28SQ1	
100	23	45	-	L28SQ2	
100	24	45	-	L28SQ3	
100	25	45	-	L28SQ4	
100	26	45	-	L28SQ5	
100	27	45	-	L28SQ6	
100	28	45	-	L28SQ7	
100	29	45	-	L28SQ8	
100	30	45	-	L28SQ9	
100	31	45	-	L28SQ10	
100	32	45	-	L28SQ11	
100	33	45	-	L28SQ12	
100	34	45	-	L28SQ13	
100	35	45	-	L28SQ14	
100	36	45	-	L28SQ15	
100	37	45	-	L28SQ16	
100	38	45	-	L28SQ17	
100	39	45	-	L28SQ18	
100	40	45	-	L28SQ19	
100	41	45	-	L28SQ20	
100	42	45	-	L28SQ21	
100	43	45	-	L28SQ22	
100	44	45	-	L28SQ23	
100	45	45	-	L28SQ24	
100	46	45	-	L28SQ25	
100	47	45	-	L28SQ26	
100	48	45	-	L28SQ27	
100	49	45	-	L28SQ28	
100	50	45	-	L28SQ29	
100	51	45	-	L28SQ30	
100	52	45	-	L28SQ31	
100	53	45	-	L28SQ32	
100	54	45	-	L28SQ33	
100	55	45	-	L28SQ34	
100	56	45	-	L28SQ35	
100	57	45	-	L28SQ36	
100	58	45	-	L28SQ37	
100	59	45	-	L28SQ38	
100	60	45	-	L28SQ39	
100	61	45	-	L28SQ40	
100	62	45	-	L28SQ41	
100	63	45	-	L28SQ42	
100	64	45	-	L28SQ43	
100	65	45	-	L28SQ44	
100	66	45	-	L28SQ45	
100	67	45	-	L28SQ46	
100	68	45	-	L28SQ47	
100	69	45	-	L28SQ48	
100	70	45	-	L28SQ49	
100	71	45	-	L28SQ50	
100	72	45	-	L28SQ51	
100	73	45	-	L28SQ52	
100	74	45	-	L28SQ53	
100	75	45	-	L28SQ54	
100	76	45	-	L28SQ55	
100	77	45	-	L28SQ56	
100	78	45	-	L28SQ57	
100	79	45	-	L28SQ58	
100	80	45	-	L28SQ59	
100	81	45	-	L28SQ60	
100	82	45	-	L28SQ61	
100	83	45	-	L28SQ62	
100	84	45	-	L28SQ63	
100	85	45	-	L28SQ64	
100	86	45	-	L28SQ65	
100	87	45	-	L28SQ66	
100	88	45	-	L28SQ67	
100	89	45	-	L28SQ68	
100	90	45	-	L28SQ69	
100	91	45	-	L28SQ70	
100	92	45	-	L28SQ71	
100	93	45	-	L28SQ72	
100	94	45	-	L28SQ73	
100	95	45	-	L28SQ74	
100	96	45	-	L28SQ75	
100	97	45	-	L28SQ76	
100	98	45	-	L28SQ77	
100	99	45	-	L28SQ78	
100	100	45	-	L28SQ79	
100	101	45	-	L28SQ80	
100	102	45	-	L28SQ81	
100	103	45	-	L28SQ82	
100	104	45	-	L28SQ83	
100	105	45	-	L28SQ84	
100	106	45	-	L28SQ85	
100	107	45	-	L28SQ86	
100	108	45	-	L28SQ87	
100	109	45	-	L28SQ88	
100	110	45	-	L28SQ89	
100	111	45	-	L28SQ90	
100	112	45	-	L28SQ91	
100	113	45	-	L28SQ92	
100	114	45	-	L28SQ93	
100	115	45	-	L28SQ94	
100	116	45	-	L28SQ95	
100	117	45	-	L28SQ96	
100	118	45	-	L28SQ97	
100	119	45	-	L28SQ98	
100	120	45	-	L28SQ99	
100	121	45	-	L28SQ100	
100	122	45	-	L28SQ101	
100	123	45	-	L28SQ102	
100	124	45	-	L28SQ103	
100	125	45	-	L28SQ104	
100	126	45	-	L28SQ105	
100	127	45	-	L28SQ106	
100	128	45	-	L28SQ107	
100	129	45	-	L28SQ108	
100	130	45	-	L28SQ109	
100	131	45	-	L28SQ110	
100	132	45	-	L28SQ111	
100	133	45	-	L28SQ112	
100	134	45	-	L28SQ113	
100	135	45	-	L28SQ114	
100	136	45	-	L28SQ115	
100	137	45	-	L28SQ116	
100	138	45	-	L28SQ117	
100	139	45	-	L28SQ118	
100	140	45	-	L28SQ119	
100	141	45	-	L28SQ120	
100	142	45	-	L28SQ121	
100	143	45	-	L28SQ122	
100	144	45	-	L28SQ123	
100	145	45	-	L28SQ124	
100	146	45	-	L28SQ125	
100	147	45	-	L28SQ126	
100	148	45	-	L28SQ127	
100	149	45	-	L28SQ128	
100	150	45	-	L28SQ129	
100	151	45	-	L28SQ130	
101	152	TT_EOL	N/P	L28SQ131	
101	0	58	:	L28SQ132	
101	1	TT_WORD	Percent	L28SQ133	
101	2	TT_WORD	of	L28SQ134	
101	3	TT_WORD	Open	L28SQ135	
101	4	TT_WORD	Interest	L28SQ136	
101	5	TT_WORD	Held	L28SQ137	
101	6	TT_WORD	by	L28SQ138	
101	7	TT_WORD	the	L28SQ139	
101	8	TT_WORD	Indicated	L28SQ140	
101	9	TT_WORD	Number	L28SQ141	
101	10	TT_WORD	of	L28SQ142	
101	11	TT_WORD	the	L28SQ143	
101	12	TT_WORD	Largest	L28SQ144	
101	13	TT_WORD	Traders	L28SQ145	
102	14	TT_EOL	N/P	L28SQ146	
102	0	58	:	L28SQ147	
102	1	TT_WORD	By	L28SQ148	
102	2	TT_WORD	Gross	L28SQ149	
102	3	TT_WORD	Position	L28SQ150	
102	4	TT_WORD	By	L28SQ151	
102	5	TT_WORD	Net	L29SQ152	
102	6	TT_WORD	Position	L29SQ0	
103	7	TT_EOL	N/P	L29SQ1	
103	0	58	:	L29SQ2	
103	1	TT_NUMBER	4	L29SQ3	
103	2	TT_WORD	or	L29SQ4	
103	3	TT_WORD	Less	L29SQ5	
103	4	TT_WORD	Traders	L29SQ6	
103	5	TT_NUMBER	8	L29SQ7	
103	6	TT_WORD	or	L29SQ8	
103	7	TT_WORD	Less	L29SQ9	
103	8	TT_WORD	Traders	L29SQ10	
103	9	TT_NUMBER	4	L29SQ11	
103	10	TT_WORD	or	L29SQ12	
103	11	TT_WORD	Less	L29SQ13	
103	12	TT_WORD	Traders	L30SQ14	
103	13	TT_NUMBER	8	L30SQ0	
103	14	TT_WORD	or	L30SQ1	
103	15	TT_WORD	Less	L30SQ2	
103	16	TT_WORD	Traders	L30SQ3	
104	17	TT_EOL	N/P	L30SQ4	
104	0	58	:	L30SQ5	
104	1	TT_WORD	Long	L30SQ6	
104	2	58	:	L31SQ7	
104	3	TT_WORD	Short	L31SQ0	
104	4	TT_WORD	Long	L31SQ1	
104	5	TT_WORD	Short	L31SQ2	
104	6	58	:	L31SQ3	
104	7	TT_WORD	Long	L31SQ4	
104	8	TT_WORD	Short	L31SQ5	
104	9	TT_WORD	Long	L31SQ6	
104	10	TT_WORD	Short	L31SQ7	
105	11	TT_EOL	N/P	L31SQ8	
105	0	58	:	L31SQ9	
105	1	45	-	L31SQ10	
105	2	45	-	L31SQ11	
105	3	45	-	L31SQ12	
105	4	45	-	L31SQ13	
105	5	45	-	L31SQ14	
105	6	45	-	L31SQ15	
105	7	45	-	L31SQ16	
105	8	45	-	L32SQ17	
105	9	45	-	L32SQ0	
105	10	45	-	L32SQ1	
105	11	45	-	L32SQ2	
105	12	45	-	L32SQ3	
105	13	45	-	L32SQ4	
105	14	45	-	L32SQ5	
105	15	45	-	L32SQ6	
105	16	45	-	L32SQ7	
105	17	45	-	L32SQ8	
105	18	45	-	L32SQ9	
105	19	45	-	L32SQ10	
105	20	45	-	L33SQ11	
105	21	45	-	L33SQ0	
105	22	45	-	L33SQ1	
105	23	45	-	L33SQ2	
105	24	45	-	L33SQ3	
105	25	45	-	L33SQ4	
105	26	45	-	L33SQ5	
105	27	45	-	L33SQ6	
105	28	45	-	L33SQ7	
105	29	45	-	L33SQ8	
105	30	45	-	L33SQ9	
105	31	45	-	L33SQ10	
105	32	45	-	L33SQ11	
105	33	45	-	L33SQ12	
105	34	45	-	L33SQ13	
105	35	45	-	L33SQ14	
105	36	45	-	L33SQ15	
105	37	45	-	L33SQ16	
105	38	45	-	L33SQ17	
105	39	45	-	L33SQ18	
105	40	45	-	L33SQ19	
105	41	45	-	L33SQ20	
105	42	45	-	L33SQ21	
105	43	45	-	L33SQ22	
105	44	45	-	L33SQ23	
105	45	45	-	L33SQ24	
105	46	45	-	L33SQ25	
105	47	45	-	L33SQ26	
105	48	45	-	L33SQ27	
105	49	45	-	L33SQ28	
105	50	45	-	L33SQ29	
105	51	45	-	L33SQ30	
105	52	45	-	L33SQ31	
105	53	45	-	L33SQ32	
105	54	45	-	L33SQ33	
105	55	45	-	L33SQ34	
105	56	45	-	L33SQ35	
105	57	45	-	L33SQ36	
105	58	45	-	L33SQ37	
105	59	45	-	L33SQ38	
105	60	45	-	L33SQ39	
105	61	45	-	L33SQ40	
105	62	45	-	L33SQ41	
105	63	45	-	L33SQ42	
105	64	45	-	L33SQ43	
105	65	45	-	L33SQ44	
105	66	45	-	L33SQ45	
105	67	45	-	L33SQ46	
105	68	45	-	L33SQ47	
105	69	45	-	L33SQ48	
105	70	45	-	L33SQ49	
105	71	45	-	L33SQ50	
105	72	45	-	L33SQ51	
105	73	45	-	L33SQ52	
105	74	45	-	L33SQ53	
105	75	45	-	L33SQ54	
105	76	45	-	L33SQ55	
105	77	45	-	L33SQ56	
105	78	45	-	L33SQ57	
105	79	45	-	L33SQ58	
105	80	45	-	L33SQ59	
105	81	45	-	L33SQ60	
105	82	45	-	L33SQ61	
105	83	45	-	L33SQ62	
105	84	45	-	L33SQ63	
105	85	45	-	L33SQ64	
105	86	45	-	L33SQ65	
105	87	45	-	L33SQ66	
105	88	45	-	L33SQ67	
105	89	45	-	L33SQ68	
105	90	45	-	L33SQ69	
105	91	45	-	L33SQ70	
105	92	45	-	L33SQ71	
105	93	45	-	L33SQ72	
105	94	45	-	L33SQ73	
105	95	45	-	L33SQ74	
105	96	45	-	L33SQ75	
105	97	45	-	L33SQ76	
105	98	45	-	L33SQ77	
105	99	45	-	L33SQ78	
105	100	45	-	L33SQ79	
106	101	TT_EOL	N/P	L33SQ80	
106	0	TT_WORD	All	L33SQ81	
106	1	58	:	L33SQ82	
106	2	TT_NUMBER	17	L33SQ83	
106	3	TT_NUMBER	28.1	L33SQ84	
106	4	TT_NUMBER	27.3	L33SQ85	
106	5	TT_NUMBER	42.5	L33SQ86	
106	6	TT_NUMBER	13.7	L33SQ87	
106	7	TT_NUMBER	26.5	L33SQ88	
106	8	TT_NUMBER	21.9	L33SQ89	
106	9	TT_NUMBER	37.3	L33SQ90	
107	10	TT_EOL	N/P	L33SQ91	
107	0	TT_WORD	Old	L33SQ92	
107	1	58	:	L33SQ93	
107	2	TT_NUMBER	20.3	L33SQ94	
107	3	TT_NUMBER	34.6	L33SQ95	
107	4	TT_NUMBER	31.9	L33SQ96	
107	5	TT_NUMBER	46	L33SQ97	
107	6	TT_NUMBER	19.5	L33SQ98	
107	7	TT_NUMBER	34.6	L33SQ99	
107	8	TT_NUMBER	30.7	L33SQ100	
107	9	TT_NUMBER	46	L34SQ101	
108	10	TT_EOL	N/P	L34SQ0	
108	0	TT_WORD	Other	L34SQ1	
108	1	58	:	L34SQ2	
108	2	TT_NUMBER	24.6	L34SQ3	
108	3	TT_NUMBER	34.6	L34SQ4	
108	4	TT_NUMBER	36.2	L34SQ5	
108	5	TT_NUMBER	54.1	L34SQ6	
108	6	TT_NUMBER	24.1	L34SQ7	
108	7	TT_NUMBER	33.2	L34SQ8	
108	8	TT_NUMBER	35.7	L34SQ9	
108	9	TT_NUMBER	51.2	L35SQ10	
109	10	TT_EOL	N/P	L35SQ0	
110	0	TT_EOL	N/P	L35SQ1	
110	0	TT_WORD	CORN	L35SQ2	
110	1	45	-	L35SQ3	
110	2	TT_WORD	CHICAGO	L35SQ4	
110	3	TT_WORD	BOARD	L35SQ5	
110	4	TT_WORD	OF	L35SQ6	
110	5	TT_WORD	TRADE	L35SQ7	
110	6	TT_WORD	Code-002602	L35SQ8	
111	7	TT_EOL	N/P	L35SQ9	
111	0	TT_WORD	Disaggregated	L36SQ10	
111	1	TT_WORD	Commitments	L36SQ0	
111	2	TT_WORD	of	L36SQ1	
111	3	TT_WORD	Traders	L36SQ2	
111	4	45	-	L36SQ3	
111	5	TT_WORD	Options	L36SQ4	
111	6	TT_WORD	and	L36SQ5	
111	7	TT_WORD	Futures	L36SQ6	
111	8	TT_WORD	Combined	L36SQ7	
111	9	44	","	L36SQ8	
111	10	TT_WORD	May	L36SQ9	
111	11	TT_NUMBER	2	L37SQ10	
111	12	44	","		
111	13	TT_NUMBER	2023		
112	14	TT_EOL	N/P		
112	0	45	-		
112	1	45	-		
112	2	45	-		
112	3	45	-		
112	4	45	-		
112	5	45	-		
112	6	45	-		
112	7	45	-		
112	8	45	-		
112	9	45	-		
112	10	45	-		
112	11	45	-		
112	12	45	-		
112	13	45	-		
112	14	45	-		
112	15	45	-		
112	16	45	-		
112	17	45	-		
112	18	45	-		
112	19	45	-		
112	20	45	-		
112	21	45	-		
112	22	45	-		
112	23	45	-		
112	24	45	-		
112	25	45	-		
112	26	45	-		
112	27	45	-		
112	28	45	-		
112	29	45	-		
112	30	45	-		
112	31	45	-		
112	32	45	-		
112	33	45	-		
112	34	45	-		
112	35	45	-		
112	36	45	-		
112	37	45	-		
112	38	45	-		
112	39	45	-		
112	40	45	-		
112	41	45	-		
112	42	45	-		
112	43	45	-		
112	44	45	-		
112	45	45	-		
112	46	45	-		
112	47	45	-		
112	48	45	-		
112	49	45	-		
112	50	45	-		
112	51	45	-		
112	52	45	-		
112	53	45	-		
112	54	45	-		
112	55	45	-		
112	56	45	-		
112	57	45	-		
112	58	45	-		
112	59	45	-		
112	60	45	-		
112	61	45	-		
112	62	45	-		
112	63	45	-		
112	64	45	-		
112	65	45	-		
112	66	45	-		
112	67	45	-		
112	68	45	-		
112	69	45	-		
112	70	45	-		
112	71	45	-		
112	72	45	-		
112	73	45	-		
112	74	45	-		
112	75	45	-		
112	76	45	-		
112	77	45	-		
112	78	45	-		
112	79	45	-		
112	80	45	-		
112	81	45	-		
112	82	45	-		
112	83	45	-		
112	84	45	-		
112	85	45	-		
112	86	45	-		
112	87	45	-		
112	88	45	-		
112	89	45	-		
112	90	45	-		
112	91	45	-		
112	92	45	-		
112	93	45	-		
112	94	45	-		
112	95	45	-		
112	96	45	-		
112	97	45	-		
112	98	45	-		
112	99	45	-		
112	100	45	-		
112	101	45	-		
112	102	45	-		
112	103	45	-		
112	104	45	-		
112	105	45	-		
112	106	45	-		
112	107	45	-		
112	108	45	-		
112	109	45	-		
112	110	45	-		
112	111	45	-		
112	112	45	-		
112	113	45	-		
112	114	45	-		
112	115	45	-		
112	116	45	-		
112	117	45	-		
112	118	45	-		
112	119	45	-		
112	120	45	-		
112	121	45	-		
112	122	45	-		
112	123	45	-		
112	124	45	-		
112	125	45	-		
112	126	45	-		
112	127	45	-		
112	128	45	-		
112	129	45	-		
112	130	45	-		
112	131	45	-		
112	132	45	-		
112	133	45	-		
112	134	45	-		
112	135	45	-		
112	136	45	-		
112	137	45	-		
112	138	45	-		
112	139	45	-		
112	140	45	-		
112	141	45	-		
112	142	45	-		
112	143	45	-		
112	144	45	-		
112	145	45	-		
112	146	45	-		
112	147	45	-		
112	148	45	-		
112	149	45	-		
112	150	45	-		
112	151	45	-		
112	152	45	-		
112	153	45	-		
112	154	45	-		
112	155	45	-		
112	156	45	-		
113	157	TT_EOL	N/P		
113	0	58	:		
113	1	58	:		
113	2	TT_WORD	Reportable		
113	3	TT_WORD	Positions		
113	4	58	:		
113	5	TT_WORD	Nonreportable		
114	6	TT_EOL	N/P		
114	0	58	:		
114	1	58	:		
114	2	TT_WORD	Producer		
115	3	TT_EOL	N/P		
115	0	58	:		
115	1	TT_WORD	Open		
115	2	58	:		
115	3	TT_WORD	Processor		
116	4	TT_EOL	N/P		
116	0	58	:		
116	1	TT_WORD	Interest		
116	2	58	:		
116	3	TT_WORD	Long		
116	4	58	:		
116	5	TT_WORD	Short		
116	6	58	:		
116	7	TT_WORD	Long		
116	8	58	:		
116	9	TT_WORD	Short		
116	10	58	:		
116	11	TT_WORD	Spreading		
116	12	58	:		
116	13	TT_WORD	Long		
116	14	58	:		
116	15	TT_WORD	Short		
116	16	58	:		
116	17	TT_WORD	Spreading		
116	18	58	:		
116	19	TT_WORD	Long		
116	20	58	:		
116	21	TT_WORD	Short		
116	22	58	:		
116	23	TT_WORD	Spreading		
116	24	58	:		
116	25	TT_WORD	Long		
116	26	58	:		
116	27	TT_WORD	Short		
117	28	TT_EOL	N/P		
117	0	45	-		
117	1	45	-		
117	2	45	-		
117	3	45	-		
117	4	45	-		
117	5	45	-		
117	6	45	-		
117	7	45	-		
117	8	45	-		
117	9	45	-		
117	10	45	-		
117	11	45	-		
117	12	45	-		
117	13	45	-		
117	14	45	-		
117	15	45	-		
117	16	45	-		
117	17	45	-		
117	18	45	-		
117	19	45	-		
117	20	45	-		
117	21	45	-		
117	22	45	-		
117	23	45	-		
117	24	45	-		
117	25	45	-		
117	26	45	-		
117	27	45	-		
117	28	45	-		
117	29	45	-		
117	30	45	-		
117	31	45	-		
117	32	45	-		
117	33	45	-		
117	34	45	-		
117	35	45	-		
117	36	45	-		
117	37	45	-		
117	38	45	-		
117	39	45	-		
117	40	45	-		
117	41	45	-		
117	42	45	-		
117	43	45	-		
117	44	45	-		
117	45	45	-		
117	46	45	-		
117	47	45	-		
117	48	45	-		
117	49	45	-		
117	50	45	-		
117	51	45	-		
117	52	45	-		
117	53	45	-		
117	54	45	-		
117	55	45	-		
117	56	45	-		
117	57	45	-		
117	58	45	-		
117	59	45	-		
117	60	45	-		
117	61	45	-		
117	62	45	-		
117	63	45	-		
117	64	45	-		
117	65	45	-		
117	66	45	-		
117	67	45	-		
117	68	45	-		
117	69	45	-		
117	70	45	-		
117	71	45	-		
117	72	45	-		
117	73	45	-		
117	74	45	-		
117	75	45	-		
117	76	45	-		
117	77	45	-		
117	78	45	-		
117	79	45	-		
117	80	45	-		
117	81	45	-		
117	82	45	-		
117	83	45	-		
117	84	45	-		
117	85	45	-		
117	86	45	-		
117	87	45	-		
117	88	45	-		
117	89	45	-		
117	90	45	-		
117	91	45	-		
117	92	45	-		
117	93	45	-		
117	94	45	-		
117	95	45	-		
117	96	45	-		
117	97	45	-		
117	98	45	-		
117	99	45	-		
117	100	45	-		
117	101	45	-		
117	102	45	-		
117	103	45	-		
117	104	45	-		
117	105	45	-		
117	106	45	-		
117	107	45	-		
117	108	45	-		
117	109	45	-		
117	110	45	-		
117	111	45	-		
117	112	45	-		
117	113	45	-		
117	114	45	-		
117	115	45	-		
117	116	45	-		
117	117	45	-		
117	118	45	-		
117	119	45	-		
117	120	45	-		
117	121	45	-		
117	122	45	-		
117	123	45	-		
117	124	45	-		
117	125	45	-		
117	126	45	-		
117	127	45	-		
117	128	45	-		
117	129	45	-		
117	130	45	-		
117	131	45	-		
117	132	45	-		
117	133	45	-		
117	134	45	-		
117	135	45	-		
117	136	45	-		
117	137	45	-		
117	138	45	-		
117	139	45	-		
117	140	45	-		
117	141	45	-		
117	142	45	-		
117	143	45	-		
117	144	45	-		
117	145	45	-		
117	146	45	-		
117	147	45	-		
117	148	45	-		
117	149	45	-		
117	150	45	-		
117	151	45	-		
117	152	45	-		
117	153	45	-		
117	154	45	-		
117	155	45	-		
117	156	45	-		
118	157	TT_EOL	N/P		
118	0	58	:		
118	1	58	:		
118	2	40	(		
118	3	TT_WORD	CONTRACTS		
118	4	TT_WORD	OF		
118	5	TT_NUMBER	5		
118	6	44	","		
118	7	TT_NUMBER	0		
118	8	TT_WORD	BUSHELS		
118	9	41	)		
118	10	58	:		
119	11	TT_EOL	N/P		
119	0	58	:		
119	1	58	:		
119	2	TT_WORD	Positions		
119	3	58	:		
120	4	TT_EOL	N/P		
120	0	TT_WORD	All		
120	1	58	:		
120	2	TT_NUMBER	1		
120	3	44	","		
120	4	TT_NUMBER	619		
120	5	44	","		
120	6	TT_NUMBER	667		
120	7	58	:		
120	8	TT_NUMBER	452		
120	9	44	","		
120	10	TT_NUMBER	902		
120	11	TT_NUMBER	551		
120	12	44	","		
120	13	TT_NUMBER	955		
120	14	TT_NUMBER	256		
120	15	44	","		
120	16	TT_NUMBER	502		
120	17	TT_NUMBER	11		
120	18	44	","		
120	19	TT_NUMBER	448		
120	20	TT_NUMBER	53		
120	21	44	","		
120	22	TT_NUMBER	851		
120	23	TT_NUMBER	152		
120	24	44	","		
120	25	TT_NUMBER	174		
120	26	TT_NUMBER	270		
120	27	44	","		
120	28	TT_NUMBER	320		
120	29	TT_NUMBER	160		
120	30	44	","		
120	31	TT_NUMBER	228		
120	32	TT_NUMBER	87		
120	33	44	","		
120	34	TT_NUMBER	914		
120	35	TT_NUMBER	62		
120	36	44	","		
120	37	TT_NUMBER	229		
120	38	TT_NUMBER	292		
120	39	44	","		
120	40	TT_NUMBER	138		
120	41	58	:		
120	42	TT_NUMBER	163		
120	43	44	","		
120	44	TT_NUMBER	957		
120	45	TT_NUMBER	217		
120	46	44	","		
120	47	TT_NUMBER	497		
121	48	TT_EOL	N/P		
121	0	TT_WORD	Old		
121	1	58	:		
121	2	TT_NUMBER	988		
121	3	44	","		
121	4	TT_NUMBER	652		
121	5	58	:		
121	6	TT_NUMBER	249		
121	7	44	","		
121	8	TT_NUMBER	697		
121	9	TT_NUMBER	342		
121	10	44	","		
121	11	TT_NUMBER	224		
121	12	TT_NUMBER	162		
121	13	44	","		
121	14	TT_NUMBER	304		
121	15	TT_NUMBER	10		
121	16	44	","		
121	17	TT_NUMBER	361		
121	18	TT_NUMBER	31		
121	19	44	","		
121	20	TT_NUMBER	458		
121	21	TT_NUMBER	145		
121	22	44	","		
121	23	TT_NUMBER	978		
121	24	TT_NUMBER	211		
121	25	44	","		
121	26	TT_NUMBER	525		
121	27	TT_NUMBER	75		
121	28	44	","		
121	29	TT_NUMBER	164		
121	30	TT_NUMBER	61		
121	31	44	","		
121	32	TT_NUMBER	373		
121	33	TT_NUMBER	55		
121	34	44	","		
121	35	TT_NUMBER	896		
121	36	TT_NUMBER	164		
121	37	44	","		
121	38	TT_NUMBER	941		
121	39	58	:		
121	40	TT_NUMBER	97		
121	41	44	","		
121	42	TT_NUMBER	736		
121	43	TT_NUMBER	97		
121	44	44	","		
121	45	TT_NUMBER	83		
